	Score1	Group	Score2	Species Score3	
d9e0bed980d6c17c02080dbeecf9dca5	0.87	NA	0.2	Ruminococcus_gauvreauii	0.2
812c23c34004b912d8d49d42deca24c0	0.92	NA	1	AMBIGUOUS	0
08b0dcbab9e1cde713a55315edcf71bc	1	XI	1	Clostridium_glycolicum	1
671f465562ac88b9a149f3012d9e869f	0.62	NA	0.78	Eubacterium_coprostanoligenes	0.78
b0ef74fbd6fd07759e014df962e36ef4	0.92	XIVa	1	Clostridium_nexile	0.95
9d0c75543224ca18e9a9ed3fa8f9ca25	0.6	NA	1	Alloprevotella_rava	1
45d39228fcb942732e8bb64014021d28	0.58	NA	0.32	Anaerovorax_odorimutans	0.1
2627774247974d85178ec5c415488709	0.84	IV	1	Eubacterium_desmolans	1
8acfb58f0bf4537e23ccf2ca4126b39c	1	NA	1	Bacteroides_sartorii	0.75
cc1110cd3e3a8baaa35492b73085fcfc	0.81	NA	0.86	Coprococcus_catus	0.3
d10e051cd46064df57c0c61a1752897a	0.75	NA	0.23	Intestinimonas_butyriciproducens	0.23
c495273746bdec01bee0404fae3a5ef1	0.93	NA	0.95	Gemmiger_formicilis	0.75
2c381415ad954605aac4480e471cca20	0.88	XIVa	1	Eubacterium_ventriosum	1
2e612f260dcf8b0a121148c708eb4ea3	0.92	IV	1	Faecalibacterium_prausnitzii	1
8af6dfdf1ef1a14d603621580d56e140	0.98	NA	1	AMBIGUOUS	0
1f58005b9c283f686b13113b36aa9334	0.3	NA	0.9	AMBIGUOUS	0
27bc579ebda512ec7914fc0ab5eb0ce8	0.74	XIVa	0.95	AMBIGUOUS	0
850e1d53910552fff124e2e7cd426915	0.95	NA	1	Turicibacter_sanguinis	1
befc785ab6ca3650ca4e70081747a170	0.49	NA	1	Parabacteroides_merdae	0.32
50a3bed0a894a44e40f49f2d9b452f44	0.92	NA	1	Paraprevotella_clara	1
8e6f3902efaaf36702eefaf5ef68f8df	0.69	NA	1	Prevotella_oris	0.34
f6c735bd94b9b5774e5b58f7a4a5cf69	0.52	III	0.34	Saccharofermentans_acetigenes	0.34
8efa2180a4bb48d2d79bd9849a563e04	1	NA	1	Prevotella_bivia	1
98b233f03726587169c353825fd0b82e	0.53	NA	1	AMBIGUOUS	0
fc266a7f89ae66c61cede8cf1ee08496	0.86	XIVa	0.75	Butyrivibrio_fibrisolvens	0.11
fd3ea1d65abd48617e1e55594084a36c	0.56	NA	0.61	Gemmiger_formicilis	0.44
bc93e7d195e42b9f4d1e8c5d8af18181	0.84	NA	1	Brevibacillus_fluminis	0.12
086fb26498527ab21e4a4709a319bae4	0.92	IV	1	Faecalibacterium_prausnitzii	1
95b257ba8d7379bae260019d909dfa2a	0.98	NA	1	Parabacteroides_distasonis	1
737010a37bd4e9eea9e68612622dfae6	0.61	NA	1	Alloprevotella_rava	0.8
d5009075bf3845e86646d623e48f7807	0.85	XIVa	0.78	Clostridium_saccharolyticum	0.27
b3fa439de35f48072b4cc6034586d42b	0.32	NA	0.6	Mogibacterium_neglectum	0.06
e6c8e334cb692989fdf31f2f19c1acbc	1	NA	1	Gardnerella_vaginalis	1
87de513e075e7617b83c636506a0b30a	0.64	NA	1	Alloprevotella_rava	1
b2afb74ae3e9fe5963d262b7a46dbb98	1	NA	1	AMBIGUOUS	0
c6210085160e69ce83d9139cfe24915b	0.68	IV	0.9	Oscillospira_guilliermondii	0.6
7e98e1bff535b78ae7b14e685e761782	0.88	NA	1	Prevotella_copri	0.9
d7fbf689bd002e0f6489c5b59eb5b0ff	0.95	XIVa	1	Eubacterium_hallii	1
4b6711c1ece3b88c1a7a33b410ae5981	0.82	NA	1	AMBIGUOUS	0
69d1f249c985a2c68de01d481c76b590	1	NA	1	AMBIGUOUS	0
6169b6aa2ccbe1afd02e979015c16815	1	NA	1	Streptococcus_mutans	1
f3ef4c9c3ee2ba47330e1c7b08bb3185	0.98	NA	1	Streptococcus_sanguinis	0.57
de545f3a7247e39246dff3784e746503	1	NA	1	Sutterella_wadsworthensis	1
062463614240f2235f697d7fe76fc8f4	0.55	NA	0.8	Gemmiger_formicilis	0.41
a596e2a8e59dc53fe99ff56cb9efb6ad	0.76	IV	1	Oscillibacter_valericigenes	0.83
00448431c6e018d94d385ae022b15a72	0.48	NA	1	Parabacteroides_merdae	0.2
6a73f6f9665cf9388d43bbe94f271e3f	0.98	NA	1	AMBIGUOUS	0
42326b6a4bc24941e4133411444e0219	1	NA	1	Slackia_isoflavoniconvertens	1
8288aefa0884c0a63f2eb5cf0d7a8be6	1	XIVa	1	Coprococcus_eutactus	1
665637f06ea72e5cd72ed612b1e58173	0.97	NA	1	Escherichia/Shigella_coli	0.48
4c3fe13961b44d4b3fcdbbd35571a179	0.94	NA	1	Prevotella_copri	1
dab4f29070a4c384ce1c8ce12d011fba	1	NA	1	AMBIGUOUS	0
9fa7b5456015d112bb3a1928afba8d3a	1	XI	1	Peptostreptococcus_anaerobius	1
e23b0865d648c9bb53e61fdb96188fa8	0.72	IV	1	Eubacterium_siraeum	1
b1d02b7cf6435ddb01e2ec46f6a4eb2d	0.8	XIVa	0.94	Clostridium_polysaccharolyticum	0.38
2032663354c77bdf81bf94c4bbcc261a	1	NA	1	AMBIGUOUS	0
dce18e76898564ce20dd06bc88f22e3c	0.64	NA	1	Chthoniobacter_flavus	1
7b825e4a3189612e0728f6311542430a	0.98	NA	1	AMBIGUOUS	0
a9e5b369f2f0601de0866879f04bbcc3	0.68	NA	1	AMBIGUOUS	0
a0f4cb03beac11d1ac6a60a57f37427d	0.86	AMBIGUOUS	0	AMBIGUOUS	0
f8f0a357bafb6ae69006fb2e1cab5670	1	AMBIGUOUS	0	AMBIGUOUS	0
e5178b4711f3780b4ac0f03424b93e01	0.98	IV	1	Faecalibacterium_prausnitzii	1
6416674964fe41bd5f2a27ace283b3b3	0.98	I	1	Clostridium_disporicum	1
434e6af15ec61eeb9b2633e2c0b90915	0.89	XIVa	0.93	Ruminococcus_lactaris	0.66
6d5949fb39a21100fe21f957ec33b053	1	NA	1	Gardnerella_vaginalis	1
bae7bb5c1c8c45c293a6cfb3db1d8b1c	0.71	XIVa	0.95	Eubacterium_eligens	0.51
256f43b42d11202e847c523e1a6f3e0a	0.98	NA	1	Streptococcus_sanguinis	0.6
686ab8331733bd4af9053a854d086e05	0.91	XIVa	0.94	Clostridium_oroticum	0.46
77aaeb3370c199eb2c973417411be817	0.94	NA	1	Prevotella_copri	1
9a8a470652dbdcf6758bf7a217f522fe	0.93	NA	1	Prevotella_copri	1
15f25cdb2724d60e6700be9094f3f411	0.96	NA	1	Dialister_succinatiphilus	1
ad55338e0e1bb955a98b55cb308714c7	0.83	NA	1	Prevotella_copri	0.9
105c32f8070dd8bf8110274eb1805b7c	1	NA	1	Veillonella_parvula	0.86
94461a99e9bca072273d612f994ea178	0.67	NA	0.9	Acetanaerobacterium_elongatum	0.43
2998d77d582cfca99152f75a41dfae39	0.75	I	0.82	Clostridium_disporicum	0.25
5d560062ade2daeb2c7290e490416a17	0.62	NA	1	Enterorhabdus_caecimuris	0.06
ef262726e1440dc1ac63d779281673ba	0.98	NA	1	Phascolarctobacterium_succinatutens	1
50cd5325ef58b28abc4b81db980d2660	0.98	NA	1	Haemophilus_parainfluenzae	0.96
e6246a5fb11c7ac18e8b6cf24dd5831d	0.65	IV	0.95	Oscillospira_guilliermondii	0.5
659f36a4dc961afb8d4469656aede9c2	1	NA	1	AMBIGUOUS	0
6fe3089c56a84c5b6218d81149a33f1b	1	NA	1	AMBIGUOUS	0
c9838436ccc48c294ed2ff1a32eb4caf	1	NA	1	AMBIGUOUS	0
6eb15e01dc39ebc59e9c928726587a09	0.08	NA	1	Chlamydomonas_reinhardtii	0
d2608c33a029c18e75a89008791e686a	0.67	NA	1	Prevotella_denticola	0.49
f8db613d92ba335c126258cd0c3cb1fe	0.61	NA	1	Prevotella_shahii	0.21
078415230f4b0324bbaece6a41307eb4	0.84	NA	1	Brevibacillus_fluminis	0.71
190ef807c04440deb8d4f2784cc1a625	0.3	NA	1	AMBIGUOUS	0
cc0481461571c22713564dad94d941e6	0.98	NA	1	Bacteroides_nordii	1
f1997f74a8f9ef72fae44c03d5897cb8	0.93	NA	1	Catenibacterium_mitsuokai	1
89325dbcf46e2ae39ca90205b1b70c65	0.69	NA	1	Prevotella_oris	0.51
5db600e890e27ffef9603e3e9d4db55f	0.69	NA	1	Prevotella_salivae	0.25
d3e1c848e1564f8b6bc1339b4b8fad1c	0.8	XIVa	0.72	Ruminococcus_lactaris	0.2
db61f3cd16042e85aecdb4d8b025548e	0.93	NA	1	Catenibacterium_mitsuokai	1
35d0ef123d6d27f4c60b2581d654e47d	0.74	IV	1	Oscillibacter_valericigenes	0.66
ea3648592058c92932675b314edb34bf	0.67	NA	1	Olsenella_profusa	0.35
f990f8912e4f0b1a2d4f02121dedbad2	0.98	XIVa	1	Eubacterium_eligens	1
6a22b0e5815ba178c8d094e5122b257e	0.96	NA	1	Allisonella_histaminiformans	1
783ce161ffedc6e8a4355a0999b692b1	0.14	NA	0.9	Amycolicicoccus_subflavus	0.1
3d635b3071c81c5ab8bd9a6ff0289476	0.98	NA	1	Dialister_invisus	1
9e1f602a344f8c6f171f1f053dd624c0	0.63	IV	0.71	Sporobacter_termitidis	0.43
44e4630b464424450243ca89e08690af	0.82	NA	1	Prevotella_copri	1
536bed8445766164d0c1fc04ebe542e7	0.28	NA	0.86	Alicyclobacillus_acidiphilus	0.01
5396ac6769973e8a2abf2eaf595346c6	0.96	XIII	1	AMBIGUOUS	0
a05aa86f454560c66dcb4539e46d072c	0.08	NA	0.77	Schleiferia_thermophila	0
e1d6fecd5a0b19b3a5737c9bf4414aa4	0.98	XIVa	1	Dorea_longicatena	1
d508e03fba607120286f389fdf9e6563	1	NA	1	Citrobacter_freundii	0.29
c6295fd19ea678cddf9c9303b54130d8	0.59	IV	0.8	Papillibacter_cinnamivorans	0.31
4facdc3ded02065f92cb638778632235	0.63	IV	0.53	Sporobacter_termitidis	0.18
f74796e94add64c105b69fefa296d218	1	NA	1	Haemophilus_parainfluenzae	0.97
8fa56fd66760b73a08ee477da2e9688d	0.88	NA	1	Succinivibrio_dextrinosolvens	1
b2b3b52e96e78ac553468c785bfdf538	0.97	NA	1	Phascolarctobacterium_succinatutens	1
9549c417cb645ff18920406fbc3d032f	0.52	XV	0.17	Alkalibaculum_bacchi	0.16
5becdc4f911036e394b2ae1cbb0f1052	0.81	NA	1	Prevotella_copri	1
a3d656a83defaca1952e55febc55d6c8	0.59	NA	0.47	Intestinimonas_butyriciproducens	0.47
f48ff838a44574930b66f3912ada5fb1	0.54	NA	0.98	Desulfotomaculum_carboxydivorans	0.11
2d5d4dec16b1c1be980091f6d2103f80	0.67	AMBIGUOUS	0	AMBIGUOUS	0
930dfab4b810a48d0bbeb46330859fd0	0.98	NA	1	Bacteroides_vulgatus	1
2928e915161d30d289d66f43f1cb1d89	0.98	NA	1	Streptococcus_infantarius	0.17
3573f06bea8481cde4d768f132fd13d1	1	NA	1	Veillonella_parvula	0.66
aa3a5a8e5677673703072103fc672fda	0.98	NA	1	Propionibacterium_acnes	0.99
a0fe8fd06c1ba1de5d25e71b307caa35	1	NA	1	AMBIGUOUS	0
d5a6dcdd7844a0c4451d9bc6e48551e4	0.9	NA	1	Dialister_succinatiphilus	1
2577da7455d56c70935274ac188d19c6	0.97	IX	1	Phascolarctobacterium_faecium	1
8e144d5f3ff26348ceb1a86cdeb2b9c9	0.87	NA	1	Prevotella_copri	1
dcf7c9ffceeae996516184ed7cc26087	0.98	XIVa	1	Eubacterium_rectale	0.9
7cb289c4719d30eac52a206e9d47bcf1	0.65	NA	1	Solobacterium_moorei	0.66
f3b76b3c113a747184f5db5489cfc10d	0.63	III	0.62	Clostridium_straminisolvens	0.31
7883cc03de3fa297d83a0f76b53321e8	0.8	IV	1	Ruminococcus_albus	1
9da7d4a9b5665e3b36b3f31a69fb612e	1	IV	1	Eubacterium_siraeum	1
665488da609ea48494b39ee4d412a917	1	NA	1	Prevotella_disiens	1
ad9ee844236c93c7660378ce087e7af9	0.98	NA	1	Haemophilus_parainfluenzae	0.92
6392e682f925abbed5b25016224cbce9	0.98	IV	1	Faecalibacterium_prausnitzii	1
41cfa2d1cbdc7277ba376a5a31851877	0.87	NA	1	Prevotella_copri	1
2b26990d01698d26de3155414f45f903	0.69	NA	1	Collinsella_aerofaciens	0.66
cc23f8bb08273fff3a4fcc448b64f8b6	0.98	NA	1	Brevibacillus_levickii	1
2f14c351c91b89ffd21582e0f6d7ab7a	0.98	NA	1	Rubellimicrobium_roseum	0.93
4bb4eef3bb5f61ea5a2e236d5bc724d3	0.47	NA	0.54	Alkaliphilus_crotonatoxidans	0.01
4671fb406ed296933743388186612b76	0.96	IV	1	Faecalibacterium_prausnitzii	1
b63a582ef0ae8247e187130d35805269	0.96	NA	1	Prevotella_buccalis	1
31210a48ab8c0b629449efc626ba1389	0.64	NA	1	Solobacterium_moorei	0.84
d2e2e787c1a6c09aa2f51095abfe5d9e	0.97	NA	1	Veillonella_atypica	0.71
5e2229a216c45360f8a4a71ff6a14390	0.67	NA	1	Chthoniobacter_flavus	1
0d76073c7046b71d84e85a4b13012be5	1	NA	1	AMBIGUOUS	0
7ff9b3e53f9fb12b3295416c7c14d1de	0.98	NA	1	AMBIGUOUS	0
f43e766d1cd9deda0a591d14b46c1753	0.59	NA	0.57	Natranaerovirga_pectinivora	0.22
69e56217f9e6b9aefe66e16dd6363cc7	0.7	IV	1	Eubacterium_siraeum	1
94694d26b436aa8afa84a32627623851	0.45	NA	0.36	Alkaliphilus_crotonatoxidans	0.13
e603191295550360e0db62fbf33b2833	0.62	NA	1	Alloprevotella_rava	1
896e4ae9152c2bd9f5223fe0ad1eeace	0.92	NA	1	Bacteroides_vulgatus	0.93
0247cf7d1e655de0b730f8220d3743e7	1	NA	1	Alistipes_senegalensis	1
ffe2c6f1fa6206cac851451745a632f0	1	AMBIGUOUS	0	AMBIGUOUS	0
2b2707bffc37a096a477a7c0eac4df68	0.64	IV	0.16	Flavonifractor_plautii	0.16
325e35dac0d98a38b32ec7a15d20fd1b	0.63	NA	1	Alloprevotella_rava	1
a32334236b423cc70a2dfa895b53d1bb	0.87	XIVa	0.92	Eubacterium_ramulus	0.84
5dc77754bd80e4c0893fdfec513fbc0e	0.88	NA	1	Dialister_succinatiphilus	1
ecb84918b9dc11313629c1f8b902d2d0	1	NA	1	AMBIGUOUS	0
7fe624e9c0e5c672d2754214ed904bfd	0.44	NA	1	Azospirillum_brasilense	0.12
95c2c51384a20a948e314ce8b4cf684f	0.64	NA	1	Alloprevotella_rava	1
542b76c5f3ec651df62dd1f168100938	0.96	NA	1	Parabacteroides_distasonis	1
d6b6afe1903e6bde9d29aae3aaf29e5b	0.98	NA	1	Coprococcus_comes	1
66500b9b6fef90b455bcb473f5afbe3e	1	NA	1	Bifidobacterium_pseudolongum	0.88
4e0f4e41ef871f7aed9bde9b7c40215a	0.9	IV	0.99	Faecalibacterium_prausnitzii	0.99
ae662bf9a5ed0d07e50bb400a4c4c757	0.98	IV	1	Faecalibacterium_prausnitzii	1
13a2fcad3628320a4cacdb10c5765e5d	0.86	NA	1	Streptococcus_macedonicus	0.64
c199d3fb6df45d898ed7ce3c72f7790d	0.98	NA	1	Veillonella_magna	1
abcaed9699f64aedc75ab860fc10fa7a	0.8	XIVa	0.71	Ruminococcus_lactaris	0.03
d3cd221a3aed8aa1e64b061c69a6c7d3	0.45	NA	1	Macrococcus_brunensis	0.12
ba86811e2063cc67ce9b9cf454ed2919	0.62	NA	0.68	Acetanaerobacterium_elongatum	0.28
1d983772510662f1d3c203210fab81bc	0.64	III	0.7	Saccharofermentans_acetigenes	0.61
2bee7653561e2aa38d38239894245c5a	0.55	NA	1	Christensenella_minuta	0.8
f710e33b30fc78c41d348643c5a92ca7	0.98	IV	1	Eubacterium_siraeum	1
aac01adf0e5c5b6b9890d859e46ae07e	0.61	NA	1	Prevotella_shahii	0.03
21604a60378ee6ab81f85dbeb3e76d1c	0.86	NA	1	AMBIGUOUS	0
408826157ad6122ce45d3f5b8bb77531	0.86	NA	1	Collinsella_aerofaciens	0.89
992a6dacbcc66c71b9c0161279ac379c	1	NA	1	Meiothermus_silvanus	1
50a4326b9d5f69729dd7c8d3e7694e77	0.98	NA	1	Bacteroides_vulgatus	1
c2bab47da5f6acfcca55f306ca9a533a	0.67	NA	1	Prevotella_baroniae	0.65
46520a1aaa94bb0fb32f957c4373bd5c	1	NA	1	Haemophilus_sputorum	1
cabeceef2ca8d6482dab317a16edb45a	0.91	NA	1	Mitsuokella_jalaludinii	1
1fd9a2d464db66ebca3cc4386fb0fddc	0.83	XIVa	0.84	Ruminococcus_lactaris	0.13
2e827d67d7b8ced6487244fd2ebe4c0c	0.95	NA	1	AMBIGUOUS	0
77304759950a4d1ebf20e3fec2f065d7	0.9	NA	1	Dialister_succinatiphilus	1
4a4e949291a7b9695df968c350e723af	0.98	NA	1	AMBIGUOUS	0
ca7c1aa7e2694ccdedadce1882cd1fc6	0.94	NA	1	Prevotella_copri	1
834a1694a5a194f6da3dd403538a0a27	1	NA	1	AMBIGUOUS	0
d9f060a990d4c9c2c377edd3c3546bbe	0.87	XVI	1	Eubacterium_biforme	1
fe48655267ac9a006624ca661b5cef88	0.84	XIVa	0.77	AMBIGUOUS	0
f460786d6145d6e9ef09dfe18e64caef	0.92	NA	1	Oxalobacter_formigenes	0.91
18c7455b00f4edf17143b53483f785de	0.66	NA	1	Bacteroides_salanitronis	0.25
abc08545ad3bdd9fdee093cbc4183015	0.66	III	0.3	Saccharofermentans_acetigenes	0.15
23d228ec878bbd33a6b961648cf144d2	0.52	NA	0.9	Paenibacillus_polymyxa	0.3
ec7f84034bee93eacf432797ea97fe4e	0.98	IV	1	Faecalibacterium_prausnitzii	1
d5c7aaa1cd2e5d54c606e5bcef9a6881	0.9	XIVa	0.87	Clostridium_hylemonae	0.78
e6a8d24cbc6a46cc6a55f8abb79bc4cf	0.95	NA	1	Catenibacterium_mitsuokai	1
0245d12860997b9197475d80bb11e1ed	0.98	NA	1	Haemophilus_parainfluenzae	1
f214b883ce6db02f6e02f4da965de31d	1	NA	1	Peptostreptococcus_stomatis	1
31f02a0925d4aa4b2a165c18458b0a71	1	NA	1	Lactobacillus_iners	1
153521f8336587b90ff77231bba6b609	0.87	XVI	1	Eubacterium_biforme	1
114ff32c482a78d6c5cb24b9ae9ea5b3	0.98	NA	1	Veillonella_rogosae	0.8
ea2bfe8cc95603afe330bddadfb8d446	1	NA	1	AMBIGUOUS	0
bc4de5638454b524d3cbf55571361b3f	0.89	NA	1	Streptococcus_cristatus	0.5
2bd850231743b65092b363ef17dbba6e	1	NA	1	Methanosphaera_stadtmanae	1
40775a84f0bfbb2d0d4e25aa343e96e3	0.98	NA	1	AMBIGUOUS	0
a4e272ad89e6854d7bc0e551a2b47507	1	I	1	Clostridium_paraputrificum	0.99
c324ece88109cdb0bcc9168492c59d4b	0.82	NA	0.8	Anaerococcus_octavius	0.75
81d50e3e78d3bceacc71061b535d0e5d	0.94	NA	1	Actinomyces_lingnae	0.6
da6f53ce783fafd0b538da4c68680e2d	0.8	XIVa	0.42	Ruminococcus_lactaris	0.06
4561a98e9f2b2c18aa15bd3e7a3bc358	0.76	NA	0.8	Pseudoflavonifractor_capillosus	0.6
89d37e2181dd1c5f3fca6cea059ec920	1	NA	1	Corynebacterium_aurimucosum	0.98
487ed56d167e40cf64a99a1db6071245	1	NA	1	Bacteroides_uniformis	1
57df965fe9d2ab011bd7649717eb5610	0.96	NA	1	Phascolarctobacterium_succinatutens	1
337c01fdfc4e283a0768da86786e4da5	1	XIX	0.98	Fusobacterium_nucleatum	0.98
b2213d49e98223631a43a2893b02db41	0.95	NA	1	Fusobacterium_varium	0.95
6d5e052028eb643ac3fcfafdb9bd097b	0.96	XIVa	1	Ruminococcus_torques	0.9
8c30760b3bd1d86c7af6c56eee946ed3	0.96	NA	1	Oribacterium_sinus	1
180f45ca43cebc71c901a62a0ae5b3fc	0.98	NA	1	Bacteroides_stercoris	1
e128e99e0f8c55f8ee53928f7168eb23	0.96	IV	1	Faecalibacterium_prausnitzii	1
27308ccaf44cb85084f7bc25a20a8b9b	0.98	NA	1	Haemophilus_parainfluenzae	0.96
f31dba0d00ab1376f7cf6285b1e5f326	1	NA	1	AMBIGUOUS	0
224c0345ad0bfde2ebefd0eec217759c	0.98	NA	1	Prevotella_bivia	1
92fcac0a0a5a83f7281cd06f4367b9cf	1	XIVa	1	Dorea_formicigenerans	1
07e841d9ea591c95487b34164dbe1d18	0.64	NA	1	Alloprevotella_rava	0.97
244367ab816c9e5a91b29bdb12539761	0.48	NA	0.8	Gracilibacter_thermotolerans	0.1
61beee0095a41bf03f128b042635f76f	0.57	NA	0.62	Intestinimonas_butyriciproducens	0.41
4ef472b3768f0d677e7cefdddd86bb1b	0.7	IV	0.95	Oscillospira_guilliermondii	0.22
014f6d6e3e01a89b6503a20286adb58c	0.82	NA	1	Prevotella_stercorea	0.8
1e8f57c7842b06acbfeeb6d2e066dcf4	0.93	NA	1	Catenibacterium_mitsuokai	1
36532b314091dec1b52096715a0c4890	0.72	NA	1	Prevotella_stercorea	0.28
aa644c92474f5385238ece8d1700c5b2	0.1	NA	1	Anabaena_cylindrica	0.01
4b8f89223e35edd4f0ee41d739c398b5	1	NA	1	AMBIGUOUS	0
dafa388d2c937526a63acf12ccce0a48	0.92	NA	1	Prevotella_copri	1
dbf3514a980deb6b6c2478c5d33f0ca8	0.54	NA	0.82	Gemmiger_formicilis	0.33
b866a6bfa3f0005db7a5e9abd7d6ce2e	0.62	NA	0.94	AMBIGUOUS	0
8e746dc88e80f28c9c11423816518258	1	NA	1	Raoultella_ornithinolytica	0.77
b884837f9f049c382a41cbc64eae1980	1	NA	1	AMBIGUOUS	0
306e08c53125a79e755489ee7fef1c42	0.98	IV	1	Faecalibacterium_prausnitzii	1
c76706e782fa5ab70016ac26b52b37ea	0.9	NA	1	Sutterella_stercoricanis	1
707033e33fa4186c120b4dbf5d1e8b9b	0.61	NA	1	Prevotella_shahii	0.53
27a5b6f555f5fe819fe6b5ddb7b7b6d9	0.39	NA	1	AMBIGUOUS	0
9e9b427d8f034c6c4d3cb85ff22302b0	0.66	NA	0.37	Intestinimonas_butyriciproducens	0.17
dcbb3dc1b7d36c7d38c955ad3b32aec7	1	NA	1	AMBIGUOUS	0
914a27bd78b57ca65faa637ee3581695	0.84	NA	1	Succinivibrio_dextrinosolvens	1
683a6cb9b423becc71f442c71c7d7945	1	NA	1	Parasutterella_excrementihominis	1
47a42c94a519bac57429a6e1a0c8f73d	0.53	IV	0.67	Clostridium_leptum	0.46
f0c2c050950653480bf77aaf8805807c	0.98	NA	1	Alistipes_shahii	1
7810c2f9f6acff9f5e88bd7108694595	0.98	NA	1	AMBIGUOUS	0
530fc2f9242e69087e5f75d2267bfc13	0.94	NA	1	AMBIGUOUS	0
2018488c2bf07d3beb363bb42c9930da	0.72	NA	0.47	Intestinimonas_butyriciproducens	0.3
1d35ecf05673ceb19d8ea29914612301	1	NA	1	Bifidobacterium_dentium	1
ba718175d604e0f6d8dca3f63d1c8f14	0.93	NA	0.97	Gemmiger_formicilis	0.53
2291fefb1f48fcdc5d8ff67fc5eefdee	0.86	NA	1	Aeromonas_enteropelogenes	0.16
7e300e0da1e881a8be4df41d2a6f3ee4	0.96	NA	1	Ruminococcus_callidus	1
b66766e83e5292185021db6c19ff098e	0.77	IV	0.63	Ruminococcus_flavefaciens	0.63
c623de5cdf82275a9600bb9453dfd40a	0.68	NA	1	AMBIGUOUS	0
d1adff499889d7ae72b5b59b93cc370e	0.97	NA	1	Roseburia_faecis	1
da568960736678918b0964dff54b5a9c	0.98	NA	1	Bacteroides_xylanisolvens	0.92
14cddb0228d15effa7470b2fc3074344	0.9	NA	1	Dialister_succinatiphilus	1
b412e8d48e3577205827ec4db41a310d	0.96	NA	1	Bacteroides_xylanisolvens	0.81
1e06e94bd4b12417493f23d4286e000e	0.96	NA	1	AMBIGUOUS	0
db55b9bb254acdff94daef43c0b4cd61	0.83	XIVa	1	AMBIGUOUS	0
ca4df9fac686c799912b53aac4122f6e	0.86	NA	1	Sutterella_wadsworthensis	1
ada3ff5d38cd1ff0af911894b17b6d35	0.76	IV	1	Oscillibacter_valericigenes	0.7
99b4badbf6c97d8826d919bce8e51bde	0.98	XIVa	1	Eubacterium_ramulus	1
760aadcb5c1cd57af373e1db391e6c2d	0.86	NA	1	Loktanella_litorea	0.58
f968d6ac67efcc14038d5024839e4fd6	0.82	NA	1	AMBIGUOUS	0
fb6a1329ea0418514cfc7f215aedbb0e	0.86	NA	1	Sediminibacterium_salmoneum	1
8ea454870f58caab553ace9530485ffb	0.96	NA	1	Dialister_succinatiphilus	1
bd6fdb32abba6c6b582607bba7fdb470	0.86	NA	1	Prevotella_copri	1
a462249b9476a68bd55a18703f5d3ba1	0.55	NA	0.36	Intestinimonas_butyriciproducens	0.16
34e5b44501c4f9e01b14f37a023c5ab7	0.9	XIVa	1	Clostridium_hylemonae	0.9
062f7804feda246017637d473c11094f	0.8	NA	1	Prevotella_stercorea	1
7fc67428a101a503ed14f45b6e581041	0.98	IV	1	Ruminococcus_bromii	1
726f6de4ce82a9fed7144c8aff04d0f5	0.69	NA	1	Asteroleplasma_anaerobium	1
6bc7526f1124b7e638b8339fb37157aa	0.64	IV	0.6	Sporobacter_termitidis	0.15
cd6d9ca29825456c17a97434c2ad8c70	1	NA	1	AMBIGUOUS	0
1c6abf7fd25a4152db3cb66941dbebd6	0.94	NA	1	Desulfovibrio_piger	1
8b506cd335d63d98051cf2efe1b02813	0.98	NA	1	Alistipes_shahii	1
c7360b0f802268251ffb126f1903fec0	0.98	NA	0.9	Coprococcus_comes	0.9
6235acd4f93974aa82a5b447df3c491b	0.59	NA	1	Chthoniobacter_flavus	1
0bf6c2d6bca0075eb9b9415350b74baf	0.98	NA	1	Lactobacillus_ruminis	1
f0fd6cef00de4a15feb5c2c5ca9a13d5	0.83	IV	0.85	Eubacterium_desmolans	0.85
d8cc8cc2ffb639e5f5ec8718e67128a2	1	XIVa	1	Eubacterium_eligens	1
74e3875b46f83aa1af697f0731cb4180	0.33	NA	1	Acidovorax_temperans	0
cd4ca238032b0a323d0f67d26591355b	0.81	NA	1	Prevotella_copri	0.85
ca418f4ab7951dfc6523aed7f40b5013	0.65	NA	1	Solobacterium_moorei	0.8
2d487741c949f33a7ed8305906c23ef5	0.79	NA	1	Alistipes_massiliensis	0.33
36759600a2b128172a36eb46a83552bf	1	NA	1	Rothia_dentocariosa	1
fae746bedc8d9b4b55559762e76a2ccc	0.89	NA	1	Prevotella_copri	1
834d6eea9a594e1f3c2773d869a69b4f	0.86	XIVa	0.7	Clostridium_populeti	0.25
010a7ab9d5b6d8a6d325b08e12ffe63e	0.7	NA	0.9	Butyricicoccus_pullicaecorum	0.9
d4049af047e99ca57b8a086d0957bf96	1	NA	1	AMBIGUOUS	0
f93c50602adaeac2f3f4c4f3995e4047	0.6	NA	1	Alloprevotella_rava	1
719df08234dd05d8bb7838635cfd7a82	0.84	NA	0.53	Roseburia_faecis	0.3
86632ebdb63f2624a6df76dda693e10b	0.92	NA	1	Hydrotalea_flava	1
11ecea0834c40f1ee700910a2024b7cc	0.92	XVI	1	Clostridium_innocuum	1
c02beb7be7d2e678e57ae5fa4b5a67fc	0.59	XIII	0.56	Peptoniphilus_asaccharolyticus	0.18
f0a08a40353382fd88753f8d869ac63a	1	XIII	1	Anaerococcus_hydrogenalis	1
6796c37085546ebed1a16622f8b42061	0.79	NA	1	Coprobacillus_cateniformis	1
